date,datetime,cash_type,money,coffee_name,year,month,day,hour,price_band,city
17-10-2024,48:31.7,card,42.04,Latte,2024,October,17,21,Low,Hyderabad
17-10-2024,49:54.6,card,29.34,Hot Chocolate,2024,October,17,21,Low,Mumbai
18-10-2024,41:59.5,card,184.71,Cocoa,2024,October,18,8,Premium,Kolkata
18-10-2024,42:59.2,card,129.15,Cocoa,2024,October,18,8,High,Hyderabad
18-10-2024,32:41.5,card,114.84,Cocoa,2024,October,18,9,High,Bangalore
18-10-2024,34:08.0,card,185.08,Cocoa,2024,October,18,9,Premium,Pune
18-10-2024,55:20.2,card,193.72,Cappuccino,2024,October,18,9,Premium,Kochi
18-10-2024,54:58.8,card,48.14,Cappuccino,2024,October,18,11,Low,Jaipur
18-10-2024,51:04.1,card,156.45,Latte,2024,October,18,14,Premium,Jaipur
18-10-2024,52:15.3,card,42.48,Cappuccino,2024,October,18,14,Low,Jaipur
18-10-2024,39:20.0,card,190.33,Americano,2024,October,18,15,Premium,Delhi
18-10-2024,09:57.9,card,167.67,Latte,2024,October,18,16,Premium,Bangalore
18-10-2024,45:39.0,card,239.59,Hot Chocolate,2024,October,18,17,Premium,Pune
18-10-2024,14:40.2,card,26.55,Cocoa,2024,October,18,21,Low,Hyderabad
18-10-2024,15:22.5,card,23.69,Cocoa,2024,October,18,21,Low,Delhi
18-10-2024,52:23.4,card,77.72,Americano with Milk,2024,October,18,21,Medium,Bangalore
18-10-2024,03:27.0,card,72.81,Latte,2024,October,18,22,Medium,Kochi
19-10-2024,34:13.7,card,69.27,Americano with Milk,2024,October,19,8,Medium,Kolkata
19-10-2024,22:06.1,card,227.5,Latte,2024,October,19,13,Premium,Pune
19-10-2024,10:32.6,card,69.89,Cappuccino,2024,October,19,14,Medium,Jaipur
19-10-2024,56:55.2,card,75.27,Hot Chocolate,2024,October,19,15,Medium,Mumbai
19-10-2024,59:24.1,card,192.26,Latte,2024,October,19,15,Premium,Pune
19-10-2024,02:45.8,card,117.94,Latte,2024,October,19,16,High,Ahmedabad
19-10-2024,17:42.5,card,196.41,Latte,2024,October,19,16,Premium,Bangalore
19-10-2024,46:45.5,card,25.69,Cocoa,2024,October,19,21,Low,Chennai
19-10-2024,46:37.7,card,127.02,Cappuccino,2024,October,19,22,High,Kochi
20-10-2024,40:44.0,card,18.07,Latte,2024,October,20,8,Low,Kolkata
20-10-2024,41:50.5,card,25.04,Cocoa,2024,October,20,8,Low,Kochi
20-10-2024,16:51.8,card,227.54,Latte,2024,October,20,11,Premium,Pune
20-10-2024,28:46.0,card,43.42,Hot Chocolate,2024,October,20,14,Low,Chennai
20-10-2024,29:43.5,card,137.78,Cortado,2024,October,20,14,High,Ahmedabad
20-10-2024,52:45.1,card,108.66,Americano with Milk,2024,October,20,15,High,Hyderabad
20-10-2024,45:09.8,card,93.36,Latte,2024,October,20,16,Medium,Mumbai
20-10-2024,46:04.8,card,225.96,Latte,2024,October,20,16,Premium,Chennai
20-10-2024,27:05.8,card,15.24,Latte,2024,October,20,17,Low,Bangalore
20-10-2024,34:16.4,card,169.31,Cocoa,2024,October,20,18,Premium,Jaipur
20-10-2024,35:08.2,card,241.21,Cocoa,2024,October,20,18,Premium,Ahmedabad
20-10-2024,14:18.0,card,144.44,Hot Chocolate,2024,October,20,21,High,Mumbai
20-10-2024,15:17.8,card,234.84,Cortado,2024,October,20,21,Premium,Kolkata
20-10-2024,17:26.9,card,22.54,Cocoa,2024,October,20,21,Low,Jaipur
20-10-2024,25:00.1,card,110.51,Latte,2024,October,20,21,High,Pune
20-10-2024,17:29.0,card,72.44,Cappuccino,2024,October,20,22,Medium,Chennai
21-10-2024,48:43.1,card,185.4,Latte,2024,October,21,7,Premium,Mumbai
21-10-2024,19:56.4,card,245.51,Latte,2024,October,21,8,Premium,Delhi
21-10-2024,04:54.4,card,71.57,Americano with Milk,2024,October,21,9,Medium,Hyderabad
21-10-2024,34:25.5,card,167,Latte,2024,October,21,9,Premium,Hyderabad
21-10-2024,25:09.3,card,57.54,Americano,2024,October,21,10,Medium,Ahmedabad
21-10-2024,41:44.7,card,145.68,Cortado,2024,October,21,10,High,Kolkata
21-10-2024,42:35.6,card,121.34,Cortado,2024,October,21,10,High,Ahmedabad
21-10-2024,27:41.7,card,243.28,Espresso,2024,October,21,11,Premium,Delhi
21-10-2024,40:24.3,card,156.05,Cappuccino,2024,October,21,12,Premium,Bangalore
21-10-2024,42:56.0,card,93.88,Latte,2024,October,21,14,Medium,Kolkata
21-10-2024,43:58.0,card,37.38,Latte,2024,October,21,14,Low,Kochi
21-10-2024,27:02.4,card,46.3,Americano with Milk,2024,October,21,15,Low,Bangalore
21-10-2024,39:04.7,card,64.08,Cortado,2024,October,21,15,Medium,Kolkata
21-10-2024,42:57.5,card,70.23,Cocoa,2024,October,21,16,Medium,Kolkata
21-10-2024,55:22.5,card,214.15,Latte,2024,October,21,16,Premium,Delhi
21-10-2024,21:13.4,card,144.69,Hot Chocolate,2024,October,21,19,High,Pune
21-10-2024,05:36.1,card,135.61,Latte,2024,October,21,21,High,Delhi
21-10-2024,30:44.5,card,37.54,Cocoa,2024,October,21,22,Low,Kolkata
21-10-2024,31:34.0,card,216.43,Hot Chocolate,2024,October,21,22,Premium,Mumbai
22-10-2024,32:59.5,card,183.48,Latte,2024,October,22,7,Premium,Bangalore
22-10-2024,34:00.0,card,26.24,Cappuccino,2024,October,22,7,Low,Delhi
22-10-2024,25:32.2,card,179.88,Americano with Milk,2024,October,22,8,Premium,Pune
22-10-2024,17:50.4,card,140.45,Cortado,2024,October,22,9,High,Chennai
22-10-2024,51:32.3,card,29.61,Espresso,2024,October,22,10,Low,Ahmedabad
22-10-2024,52:17.1,card,119.99,Cortado,2024,October,22,10,High,Kolkata
22-10-2024,07:02.6,card,126.33,Americano,2024,October,22,18,High,Kochi
22-10-2024,46:39.2,card,49.79,Hot Chocolate,2024,October,22,19,Low,Chennai
22-10-2024,47:50.5,card,236.97,Latte,2024,October,22,19,Premium,Hyderabad
23-10-2024,58:06.8,card,213.99,Latte,2024,October,23,7,Premium,Jaipur
23-10-2024,45:14.8,card,170.57,Americano with Milk,2024,October,23,8,Premium,Pune
23-10-2024,24:57.8,card,120.95,Cortado,2024,October,23,10,High,Kochi
23-10-2024,31:05.4,card,108.82,Americano with Milk,2024,October,23,12,High,Jaipur
23-10-2024,20:02.3,card,166.23,Americano with Milk,2024,October,23,16,Premium,Pune
23-10-2024,21:09.0,card,140.9,Americano with Milk,2024,October,23,16,High,Mumbai
23-10-2024,42:30.2,card,24.95,Cappuccino,2024,October,23,16,Low,Ahmedabad
23-10-2024,02:46.3,card,133,Espresso,2024,October,23,17,High,Chennai
23-10-2024,58:58.5,card,203.54,Cocoa,2024,October,23,18,Premium,Bangalore
23-10-2024,00:43.0,card,120.22,Cappuccino,2024,October,23,19,High,Pune
23-10-2024,57:20.7,card,22.47,Americano with Milk,2024,October,23,21,Low,Bangalore
23-10-2024,58:23.7,card,198.71,Hot Chocolate,2024,October,23,21,Premium,Ahmedabad
23-10-2024,23:38.3,card,58.33,Latte,2024,October,23,22,Medium,Kolkata
24-10-2024,07:46.6,card,72.07,Americano,2024,October,24,12,Medium,Hyderabad
24-10-2024,23:59.6,card,49.53,Cappuccino,2024,October,24,13,Low,Chennai
24-10-2024,09:46.7,card,89.25,Cappuccino,2024,October,24,14,Medium,Ahmedabad
24-10-2024,49:01.9,card,191.62,Hot Chocolate,2024,October,24,14,Premium,Ahmedabad
24-10-2024,49:49.3,card,134.65,Latte,2024,October,24,14,High,Mumbai
24-10-2024,47:32.8,card,59.17,Latte,2024,October,24,15,Medium,Jaipur
24-10-2024,48:29.9,card,220.68,Latte,2024,October,24,15,Premium,Hyderabad
24-10-2024,53:47.3,card,221.1,Americano,2024,October,24,18,Premium,Chennai
24-10-2024,55:07.6,card,218.94,Americano,2024,October,24,18,Premium,Kolkata
24-10-2024,50:18.7,card,67.31,Latte,2024,October,24,19,Medium,Kolkata
24-10-2024,44:11.5,card,118.3,Americano,2024,October,24,20,High,Delhi
24-10-2024,14:44.9,card,246.4,Hot Chocolate,2024,October,24,21,Premium,Ahmedabad
24-10-2024,15:29.1,card,195.28,Hot Chocolate,2024,October,24,21,Premium,Pune
24-10-2024,56:20.1,card,16.52,Hot Chocolate,2024,October,24,21,Low,Mumbai
24-10-2024,57:10.0,card,25.65,Cappuccino,2024,October,24,21,Low,Hyderabad
25-10-2024,38:11.1,card,121.34,Cappuccino,2024,October,25,7,High,Kolkata
25-10-2024,45:22.9,card,228.21,Espresso,2024,October,25,7,Premium,Chennai
25-10-2024,10:04.8,card,139.29,Cocoa,2024,October,25,8,High,Delhi
25-10-2024,10:54.6,card,129.48,Latte,2024,October,25,8,High,Chennai
25-10-2024,18:49.8,card,35.31,Cocoa,2024,October,25,8,Low,Mumbai
25-10-2024,03:28.3,card,167.63,Americano,2024,October,25,10,Premium,Pune
25-10-2024,05:21.0,card,207.3,Americano,2024,October,25,10,Premium,Delhi
25-10-2024,51:01.3,card,101.3,Americano with Milk,2024,October,25,10,High,Delhi
25-10-2024,49:42.9,card,196.15,Cocoa,2024,October,25,11,Premium,Jaipur
25-10-2024,50:30.4,card,241.47,Cocoa,2024,October,25,11,Premium,Hyderabad
25-10-2024,06:50.2,card,58.9,Cortado,2024,October,25,12,Medium,Delhi
25-10-2024,40:37.5,card,135.6,Latte,2024,October,25,12,High,Jaipur
25-10-2024,23:16.6,card,78.91,Cappuccino,2024,October,25,14,Medium,Jaipur
25-10-2024,19:24.0,card,200.29,Hot Chocolate,2024,October,25,22,Premium,Mumbai
25-10-2024,22:31.7,card,148.62,Espresso,2024,October,25,22,High,Bangalore
26-10-2024,49:59.2,card,162.3,Cappuccino,2024,October,26,7,Premium,Chennai
26-10-2024,41:44.5,card,201.5,Cortado,2024,October,26,8,Premium,Pune
26-10-2024,52:59.6,card,105.03,Cappuccino,2024,October,26,8,High,Kochi
26-10-2024,24:38.3,card,229.62,Americano,2024,October,26,10,Premium,Chennai
26-10-2024,18:09.3,card,137.93,Cocoa,2024,October,26,12,High,Delhi
26-10-2024,03:31.0,card,47.91,Latte,2024,October,26,13,Low,Pune
26-10-2024,34:58.7,card,177.02,Latte,2024,October,26,14,Premium,Kolkata
26-10-2024,36:14.9,card,200.38,Americano with Milk,2024,October,26,14,Premium,Bangalore
26-10-2024,05:22.1,card,86.02,Cortado,2024,October,26,15,Medium,Kolkata
26-10-2024,06:19.1,card,215.72,Cortado,2024,October,26,15,Premium,Kolkata
26-10-2024,38:28.7,card,227.47,Latte,2024,October,26,15,Premium,Hyderabad
26-10-2024,39:29.6,card,76.46,Latte,2024,October,26,15,Medium,Chennai
26-10-2024,52:01.7,card,246.05,Americano with Milk,2024,October,26,15,Premium,Kochi
26-10-2024,53:21.5,card,43.77,Americano with Milk,2024,October,26,15,Low,Mumbai
26-10-2024,19:21.3,card,58.48,Cappuccino,2024,October,26,19,Medium,Kochi
26-10-2024,34:46.7,card,54.21,Americano with Milk,2024,October,26,20,Medium,Kolkata
27-10-2024,01:56.9,card,224.56,Americano with Milk,2024,October,27,11,Premium,Delhi
27-10-2024,53:26.0,card,167.03,Latte,2024,October,27,12,Premium,Bangalore
27-10-2024,54:27.5,card,46.51,Americano with Milk,2024,October,27,12,Low,Ahmedabad
27-10-2024,43:46.6,card,115.68,Cappuccino,2024,October,27,13,High,Kochi
27-10-2024,17:06.2,card,157.67,Latte,2024,October,27,16,Premium,Kolkata
28-10-2024,46:28.2,card,30.03,Cappuccino,2024,October,28,7,Low,Bangalore
28-10-2024,01:12.3,card,221.78,Americano,2024,October,28,8,Premium,Pune
28-10-2024,35:02.9,card,202.86,Latte,2024,October,28,8,Premium,Chennai
28-10-2024,15:42.8,card,131.25,Americano with Milk,2024,October,28,9,High,Jaipur
28-10-2024,42:36.5,card,242.11,Latte,2024,October,28,11,Premium,Hyderabad
28-10-2024,43:43.3,card,110.26,Latte,2024,October,28,11,High,Bangalore
28-10-2024,01:36.1,card,246.19,Hot Chocolate,2024,October,28,12,Premium,Delhi
28-10-2024,02:34.8,card,170.3,Americano with Milk,2024,October,28,12,Premium,Delhi
28-10-2024,21:30.4,card,162.32,Cappuccino,2024,October,28,12,Premium,Bangalore
28-10-2024,10:54.6,card,49.83,Americano with Milk,2024,October,28,14,Low,Delhi
28-10-2024,11:56.3,card,221.66,Americano with Milk,2024,October,28,14,Premium,Chennai
28-10-2024,30:59.6,card,112.6,Americano with Milk,2024,October,28,14,High,Delhi
28-10-2024,01:20.5,card,48.94,Latte,2024,October,28,16,Low,Kochi
28-10-2024,55:18.1,card,13.03,Cocoa,2024,October,28,17,Low,Jaipur
28-10-2024,56:02.4,card,144.34,Cocoa,2024,October,28,17,High,Delhi
28-10-2024,10:25.3,card,136.58,Cappuccino,2024,October,28,19,High,Jaipur
28-10-2024,20:03.6,card,182.64,Americano with Milk,2024,October,28,21,Premium,Kolkata
28-10-2024,05:50.8,card,223.66,Americano with Milk,2024,October,28,22,Premium,Mumbai
29-10-2024,40:52.4,card,29.06,Latte,2024,October,29,8,Low,Chennai
29-10-2024,47:05.6,card,185.56,Latte,2024,October,29,8,Premium,Mumbai
29-10-2024,31:57.7,card,54.98,Latte,2024,October,29,9,Medium,Kolkata
29-10-2024,59:46.7,card,215.96,Americano with Milk,2024,October,29,11,Premium,Chennai
29-10-2024,21:36.8,card,206.58,Espresso,2024,October,29,12,Premium,Bangalore
29-10-2024,15:43.8,card,139.79,Cortado,2024,October,29,14,High,Bangalore
29-10-2024,17:00.7,card,180.46,Cortado,2024,October,29,14,Premium,Jaipur
29-10-2024,37:36.0,card,85.44,Cappuccino,2024,October,29,14,Medium,Kolkata
29-10-2024,09:33.7,card,123.08,Hot Chocolate,2024,October,29,16,High,Jaipur
29-10-2024,10:56.8,card,207.19,Cocoa,2024,October,29,16,Premium,Hyderabad
29-10-2024,17:33.4,card,120.22,Cocoa,2024,October,29,16,High,Delhi
29-10-2024,02:04.4,card,95.87,Americano with Milk,2024,October,29,18,Medium,Ahmedabad
29-10-2024,02:57.4,card,128.61,Americano with Milk,2024,October,29,18,High,Hyderabad
29-10-2024,02:05.4,card,208.78,Americano with Milk,2024,October,29,19,Premium,Delhi
29-10-2024,05:44.4,card,90.45,Cappuccino,2024,October,29,19,Medium,Chennai
29-10-2024,51:12.9,card,51.7,Hot Chocolate,2024,October,29,19,Medium,Jaipur
29-10-2024,54:02.4,card,180.88,Latte,2024,October,29,19,Premium,Chennai
29-10-2024,07:35.7,card,208.23,Latte,2024,October,29,20,Premium,Chennai
30-10-2024,52:05.5,card,34.15,Latte,2024,October,30,7,Low,Delhi
30-10-2024,46:26.8,card,67.57,Americano with Milk,2024,October,30,8,Medium,Kolkata
30-10-2024,47:29.3,card,44.07,Americano with Milk,2024,October,30,8,Low,Delhi
30-10-2024,11:29.4,card,93.51,Latte,2024,October,30,9,Medium,Pune
30-10-2024,31:53.2,card,118.08,Latte,2024,October,30,10,High,Bangalore
30-10-2024,33:07.7,card,189.72,Latte,2024,October,30,10,Premium,Bangalore
30-10-2024,08:45.9,card,166.28,Latte,2024,October,30,12,Premium,Hyderabad
30-10-2024,09:46.8,card,159.02,Americano,2024,October,30,12,Premium,Bangalore
30-10-2024,10:58.4,card,94.57,Americano with Milk,2024,October,30,12,Medium,Delhi
30-10-2024,37:00.8,card,211.95,Americano,2024,October,30,12,Premium,Kochi
30-10-2024,05:15.2,card,123.11,Latte,2024,October,30,15,High,Jaipur
30-10-2024,07:03.0,card,244.99,Latte,2024,October,30,15,Premium,Delhi
30-10-2024,04:48.4,card,162.19,Americano with Milk,2024,October,30,16,Premium,Delhi
30-10-2024,08:12.5,card,40.3,Hot Chocolate,2024,October,30,18,Low,Ahmedabad
30-10-2024,18:31.5,card,172.28,Americano with Milk,2024,October,30,19,Premium,Jaipur
30-10-2024,43:21.2,card,88.02,Americano with Milk,2024,October,30,19,Medium,Pune
31-10-2024,54:17.3,card,174.72,Latte,2024,October,31,7,Premium,Bangalore
31-10-2024,38:53.9,card,26.71,Latte,2024,October,31,8,Low,Jaipur
31-10-2024,18:19.1,card,51.97,Americano with Milk,2024,October,31,9,Medium,Bangalore
31-10-2024,59:26.7,card,215.38,Latte,2024,October,31,15,Premium,Hyderabad
31-10-2024,00:31.0,card,64.52,Americano with Milk,2024,October,31,16,Medium,Jaipur
01-11-2024,24:03.4,card,210.89,Cocoa,2024,November,1,8,Premium,Bangalore
01-11-2024,30:57.6,card,77.03,Americano,2024,November,1,8,Medium,Pune
01-11-2024,54:50.4,card,164.29,Latte,2024,November,1,10,Premium,Mumbai
01-11-2024,41:26.5,card,176.6,Cocoa,2024,November,1,12,Premium,Chennai
01-11-2024,42:18.4,card,133.04,Cocoa,2024,November,1,12,High,Chennai
01-11-2024,55:42.4,card,83.27,Cortado,2024,November,1,15,Medium,Pune
01-11-2024,41:55.9,card,61.03,Americano with Milk,2024,November,1,22,Medium,Ahmedabad
02-11-2024,19:44.3,card,17.97,Cortado,2024,November,2,8,Low,Mumbai
02-11-2024,25:46.0,card,82.95,Cocoa,2024,November,2,10,Medium,Hyderabad
02-11-2024,33:09.6,card,166.76,Americano with Milk,2024,November,2,10,Premium,Pune
02-11-2024,54:14.6,card,235.19,Americano with Milk,2024,November,2,14,Premium,Chennai
02-11-2024,24:15.9,card,219.09,Hot Chocolate,2024,November,2,16,Premium,Chennai
02-11-2024,25:57.0,card,193.86,Latte,2024,November,2,16,Premium,Chennai
02-11-2024,37:05.0,card,199.23,Latte,2024,November,2,16,Premium,Kolkata
02-11-2024,18:27.2,card,169.6,Americano with Milk,2024,November,2,18,Premium,Pune
02-11-2024,58:23.5,card,72.47,Americano,2024,November,2,18,Medium,Delhi
03-11-2024,23:00.4,card,227.73,Cortado,2024,November,3,8,Premium,Hyderabad
03-11-2024,47:06.0,card,170.98,Americano with Milk,2024,November,3,9,Premium,Chennai
03-11-2024,48:12.0,card,144.51,Americano with Milk,2024,November,3,9,High,Bangalore
03-11-2024,13:51.4,card,36.64,Latte,2024,November,3,13,Low,Pune
03-11-2024,14:56.7,card,117.29,Americano with Milk,2024,November,3,13,High,Kolkata
03-11-2024,18:24.7,card,120.49,Cocoa,2024,November,3,13,High,Pune
03-11-2024,44:18.5,card,217.5,Americano,2024,November,3,13,Premium,Hyderabad
03-11-2024,59:01.1,card,141.2,Americano with Milk,2024,November,3,13,High,Kolkata
03-11-2024,15:17.7,card,101.3,Hot Chocolate,2024,November,3,16,High,Hyderabad
03-11-2024,16:43.5,card,244.43,Hot Chocolate,2024,November,3,16,Premium,Pune
03-11-2024,20:37.1,card,36.57,Americano,2024,November,3,16,Low,Delhi
03-11-2024,21:46.1,card,111.41,Americano,2024,November,3,16,High,Hyderabad
03-11-2024,26:14.6,card,20.09,Cocoa,2024,November,3,20,Low,Kolkata
04-11-2024,43:36.9,card,187.58,Latte,2024,November,4,7,Premium,Kolkata
04-11-2024,37:33.3,card,230.34,Latte,2024,November,4,8,Premium,Hyderabad
04-11-2024,38:58.9,card,77.21,Americano with Milk,2024,November,4,8,Medium,Kochi
04-11-2024,33:35.8,card,216,Americano,2024,November,4,12,Premium,Pune
04-11-2024,35:06.1,card,80.13,Americano with Milk,2024,November,4,12,Medium,Kochi
04-11-2024,44:38.1,card,228.58,Cocoa,2024,November,4,14,Premium,Ahmedabad
04-11-2024,45:20.0,card,190.95,Cocoa,2024,November,4,14,Premium,Pune
05-11-2024,49:31.6,card,203.18,Cocoa,2024,November,5,7,Premium,Hyderabad
05-11-2024,05:41.8,card,14.32,Americano with Milk,2024,November,5,9,Low,Mumbai
05-11-2024,12:12.3,card,241.07,Cappuccino,2024,November,5,9,Premium,Hyderabad
05-11-2024,13:40.4,card,184.4,Americano with Milk,2024,November,5,9,Premium,Kochi
05-11-2024,41:44.3,card,83.14,Americano with Milk,2024,November,5,10,Medium,Delhi
05-11-2024,47:29.9,card,209.05,Cocoa,2024,November,5,11,Premium,Hyderabad
05-11-2024,48:22.5,card,77.57,Latte,2024,November,5,11,Medium,Hyderabad
05-11-2024,36:37.9,card,219.46,Latte,2024,November,5,14,Premium,Delhi
05-11-2024,41:48.0,card,37.02,Latte,2024,November,5,14,Low,Hyderabad
05-11-2024,52:56.3,card,178.88,Cappuccino,2024,November,5,18,Premium,Chennai
05-11-2024,54:10.7,card,139.77,Cappuccino,2024,November,5,18,High,Mumbai
05-11-2024,55:18.6,card,33.17,Cappuccino,2024,November,5,18,Low,Bangalore
05-11-2024,40:44.7,card,68.05,Cocoa,2024,November,5,21,Medium,Mumbai
05-11-2024,42:02.8,card,12.98,Cocoa,2024,November,5,21,Low,Hyderabad
05-11-2024,54:19.6,card,122.5,Hot Chocolate,2024,November,5,21,High,Chennai
05-11-2024,05:50.6,card,82.3,Hot Chocolate,2024,November,5,22,Medium,Pune
05-11-2024,06:39.0,card,153.61,Americano with Milk,2024,November,5,22,Premium,Hyderabad
06-11-2024,11:25.1,card,81.34,Latte,2024,November,6,8,Medium,Kochi
06-11-2024,45:31.2,card,81.98,Espresso,2024,November,6,11,Medium,Chennai
06-11-2024,15:32.9,card,188.37,Americano,2024,November,6,13,Premium,Delhi
06-11-2024,44:16.5,card,21.55,Cappuccino,2024,November,6,15,Low,Chennai
06-11-2024,00:43.8,card,226.69,Latte,2024,November,6,16,Premium,Delhi
06-11-2024,02:05.1,card,214.54,Cappuccino,2024,November,6,16,Premium,Ahmedabad
06-11-2024,40:42.9,card,170.27,Hot Chocolate,2024,November,6,18,Premium,Bangalore
06-11-2024,41:30.7,card,152.37,Hot Chocolate,2024,November,6,18,Premium,Jaipur
07-11-2024,17:16.0,card,224.15,Latte,2024,November,7,12,Premium,Chennai
07-11-2024,50:10.6,card,54.48,Americano,2024,November,7,15,Medium,Kolkata
07-11-2024,39:39.4,card,28.95,Americano,2024,November,7,16,Low,Kochi
07-11-2024,17:33.7,card,67.48,Cocoa,2024,November,7,18,Medium,Hyderabad
07-11-2024,20:14.8,card,200.7,Hot Chocolate,2024,November,7,19,Premium,Kochi
07-11-2024,21:38.0,card,18.32,Latte,2024,November,7,19,Low,Mumbai
07-11-2024,02:30.7,card,149.87,Latte,2024,November,7,20,High,Jaipur
08-11-2024,05:42.1,card,248.91,Americano with Milk,2024,November,8,9,Premium,Mumbai
08-11-2024,47:30.9,card,215.37,Americano,2024,November,8,9,Premium,Ahmedabad
08-11-2024,48:59.7,card,135.15,Americano,2024,November,8,9,High,Jaipur
08-11-2024,47:11.4,card,25.27,Cappuccino,2024,November,8,11,Low,Jaipur
08-11-2024,25:13.4,card,209.53,Latte,2024,November,8,13,Premium,Mumbai
08-11-2024,26:17.6,card,153.75,Latte,2024,November,8,13,Premium,Delhi
08-11-2024,33:02.9,card,37.58,Americano with Milk,2024,November,8,16,Low,Mumbai
08-11-2024,55:28.0,card,32.53,Americano with Milk,2024,November,8,16,Low,Kochi
08-11-2024,13:32.2,card,228.31,Hot Chocolate,2024,November,8,20,Premium,Delhi
08-11-2024,14:24.3,card,170.61,Hot Chocolate,2024,November,8,20,Premium,Kochi
08-11-2024,15:20.0,card,209.03,Hot Chocolate,2024,November,8,20,Premium,Ahmedabad
08-11-2024,27:09.7,card,220.95,Latte,2024,November,8,22,Premium,Hyderabad
09-11-2024,08:18.8,card,147.23,Americano with Milk,2024,November,9,10,High,Pune
09-11-2024,02:08.0,card,134.19,Cortado,2024,November,9,11,High,Delhi
09-11-2024,03:00.6,card,113.3,Cortado,2024,November,9,11,High,Ahmedabad
09-11-2024,08:44.2,card,86.07,Latte,2024,November,9,11,Medium,Kolkata
09-11-2024,50:14.7,card,114.3,Hot Chocolate,2024,November,9,13,High,Ahmedabad
09-11-2024,50:55.2,card,195.73,Hot Chocolate,2024,November,9,13,Premium,Mumbai
09-11-2024,21:51.6,card,154.46,Hot Chocolate,2024,November,9,14,Premium,Mumbai
09-11-2024,22:50.4,card,224.21,Hot Chocolate,2024,November,9,14,Premium,Pune
09-11-2024,37:33.2,card,116.41,Americano,2024,November,9,14,High,Ahmedabad
09-11-2024,29:50.9,card,155.7,Americano with Milk,2024,November,9,15,Premium,Bangalore
09-11-2024,15:47.8,card,161.51,Latte,2024,November,9,16,Premium,Hyderabad
09-11-2024,16:52.4,card,152.01,Cocoa,2024,November,9,16,Premium,Mumbai
09-11-2024,42:04.5,card,178.63,Americano,2024,November,9,20,Premium,Pune
09-11-2024,43:27.5,card,66.98,Latte,2024,November,9,20,Medium,Hyderabad
09-11-2024,13:27.7,card,132.97,Cocoa,2024,November,9,22,High,Ahmedabad
09-11-2024,52:58.1,card,35.01,Americano,2024,November,9,22,Low,Ahmedabad
09-11-2024,54:19.1,card,102.28,Americano,2024,November,9,22,High,Jaipur
10-11-2024,46:21.8,card,127.04,Americano,2024,November,10,9,High,Pune
10-11-2024,52:47.9,card,166.53,Cocoa,2024,November,10,17,Premium,Mumbai
10-11-2024,12:53.4,card,238.13,Hot Chocolate,2024,November,10,18,Premium,Bangalore
10-11-2024,14:03.6,card,154.16,Hot Chocolate,2024,November,10,18,Premium,Ahmedabad
10-11-2024,38:08.1,card,188.46,Cappuccino,2024,November,10,20,Premium,Bangalore
10-11-2024,39:06.8,card,131.5,Cappuccino,2024,November,10,20,High,Ahmedabad
11-11-2024,48:26.8,card,162.18,Cappuccino,2024,November,11,7,Premium,Mumbai
11-11-2024,52:25.8,card,27.02,Americano with Milk,2024,November,11,9,Low,Hyderabad
11-11-2024,19:09.5,card,71.05,Cortado,2024,November,11,10,Medium,Chennai
11-11-2024,18:44.0,card,96.84,Cappuccino,2024,November,11,16,Medium,Hyderabad
11-11-2024,19:52.7,card,123.4,Hot Chocolate,2024,November,11,16,High,Ahmedabad
11-11-2024,33:32.1,card,20.96,Cappuccino,2024,November,11,17,Low,Kochi
11-11-2024,00:46.9,card,43.61,Latte,2024,November,11,19,Low,Chennai
11-11-2024,04:15.5,card,76.44,Hot Chocolate,2024,November,11,19,Medium,Chennai
11-11-2024,08:31.7,card,243.17,Latte,2024,November,11,21,Premium,Bangalore
11-11-2024,09:47.0,card,89.52,Latte,2024,November,11,21,Medium,Pune
12-11-2024,03:08.6,card,125.69,Latte,2024,November,12,10,High,Bangalore
12-11-2024,15:45.4,card,57.06,Latte,2024,November,12,13,Medium,Bangalore
12-11-2024,39:14.9,card,156.59,Latte,2024,November,12,14,Premium,Kochi
12-11-2024,47:14.4,card,77.36,Hot Chocolate,2024,November,12,16,Medium,Hyderabad
12-11-2024,48:04.9,card,59.68,Hot Chocolate,2024,November,12,16,Medium,Hyderabad
12-11-2024,49:03.9,card,133.98,Cocoa,2024,November,12,16,High,Kolkata
12-11-2024,45:14.3,card,11.32,Cappuccino,2024,November,12,18,Low,Ahmedabad
12-11-2024,07:57.8,card,11.84,Latte,2024,November,12,20,Low,Kochi
12-11-2024,09:21.8,card,62.58,Cocoa,2024,November,12,20,Medium,Kolkata
13-11-2024,09:10.9,card,18.81,Americano with Milk,2024,November,13,8,Low,Mumbai
13-11-2024,37:43.3,card,35.93,Latte,2024,November,13,10,Low,Ahmedabad
13-11-2024,19:54.6,card,91.33,Americano with Milk,2024,November,13,13,Medium,Ahmedabad
13-11-2024,20:58.5,card,202.62,Americano with Milk,2024,November,13,13,Premium,Jaipur
13-11-2024,17:30.2,card,147.29,Americano with Milk,2024,November,13,14,High,Jaipur
13-11-2024,46:58.4,card,133.04,Latte,2024,November,13,14,High,Delhi
14-11-2024,36:27.8,card,80.44,Latte,2024,November,14,9,Medium,Delhi
14-11-2024,06:42.7,card,233.62,Americano,2024,November,14,10,Premium,Bangalore
14-11-2024,48:50.5,card,105.28,Espresso,2024,November,14,12,High,Mumbai
14-11-2024,03:45.4,card,30.9,Cappuccino,2024,November,14,15,Low,Chennai
